"","CSA_ID","createTime","updateTime","finishTime","Mailing_ST","Mailing_City","Mailing_State","Mailing_StateFIPS","Mailing_Zip","marketname","HQ_ST","HQ_City","HQ_State","HQ_StateFIPS","HQ_Zip","CSA_ManagerName","CSA_Email","CSA_Phone","CSA_Website","CSA_Facebook","CSA_Twitter","CSA_NumYearContinuous","CSA_NumYearContinuousDesc","Available_Months","Available_Month1","Available_Month2","Available_Month3","Available_Month4","Available_Month5","Available_Month6","Available_Month7","Available_Month8","Available_Month9","Available_Month10","Available_Month11","Available_Month12","Num_Farms_Supply","ProductList","FishList","FruitList","VegList","PoultryList","MeatList","Bakedgoods","Jams","Coffee","Flowers","Cheese","Beans","Eggs","Seafood","Herbs","Fruits","Vegetables","Grains","Honey","Juices","Maple","Mushrooms","Nuts","PetFood","Poultry","Meat","Soap","veg_protein","WildHarvested","Wine","fsh_Crab","fsh_Oysters","fsh_Trout","fsh_Lobster","fsh_Shrimp","fsh_Tuna","fsh_Mussels","fsh_Salmon","fru_Apples","fru_HoneyDew","fru_Apricots","fru_Kiwi","fru_Avocados","fru_Lemons","fru_Blackberries","fru_Tropical","fru_Blueberries","fru_Nectarines","fru_Cantaloupes","fru_Oranges","fru_Cherries","fru_Peaches","fru_Cranberries","fru_Pears","fru_Currants","fru_Persimmons","fru_Dates","fru_Plums","fru_Figs","fru_Strawberries","fru_Gooseberries","fru_Watermelons","fru_Grapefruit","fru_Grapes","veg_Af_sprouts","veg_Eggplant","veg_PeppersSweet","veg_Artichoke","veg_Endives","veg_Potatoes","veg_Arugula","veg_Garlic","veg_Pumpkin","veg_Asparagus","veg_greenBeans","veg_Radicchio","veg_stringBeans","veg_greenOnions","veg_Radish","veg_Beans_oth","veg_Kale","veg_Rhubarb","veg_Beets","veg_Kohlrabi","veg_Rutabaga","veg_Bokchoy","veg_Leeks","veg_Soybeans","veg_Broccoli","veg_Lettuce","veg_Shallots","veg_BroccoliRabe","veg_Mache","veg_Spinach","veg_Broccolini","veg_MixLeaves","veg_SquashSummer","veg_Brussels","veg_Mizuna","veg_SquashWinter","veg_Cabbage","veg_Mustard","veg_swPotatoes","veg_Carrots","veg_Okra","veg_Chard","veg_Cauliflower","veg_Onions","veg_Tomatillo","veg_Celery","veg_Parsnips","veg_Tomatoes_1","veg_Collards","veg_Peas","veg_Tomatoes_2","veg_Corn","veg_Peanuts","veg_Turnips","veg_Cucumber","veg_PeppersHot","veg_TurnipsGreen","poultry_Chicken","poultry_Goose","poultry_Pigeon","poultry_Cornish_hens","poultry_Ostrich","poultry_Quail","poultry_Duck","poultry_Pheasant","poultry_Turkey","meats_Beef_coldcut","meats_Elk","meats_Pork_chops","meats_Beef_ground","meats_Goat","meats_Pork_coldcut","meats_Beef_sausage","meats_Lamb_chops","meats_Pork_ham","meats_Beef_steaks","meats_Lamb_ground","meats_Pork_sausage","meats_Bison_ground","meats_Lamb_sausage","meats_Rabbit","meats_Bison_steaks","meats_Pork_bacon","meats_Venison","CSA_organic","CSA_organicDesc","farming_practicesList","farming_practices_type_1","farming_practices_type_2","farming_practices_type_3","farming_practices_type_4","farming_practices_type_5","farming_practices_type_6","NumShares","ShareSizeList","SharesSize_full_half","SharesSize_full","SharesAvailablePurchaseDate","ItemsInShareBoxList","ItemsInShareBox_1","ItemsInShareBox_2","ItemsInShareBox_3","AccptdPmntList","AccptdPmnt_Cash","AccptdPmnt_Checks","AccptdPmnt_CreditCd","AccptdPmnt_SNAP","CSAPaymentTypeList","CSAPaymentType_1","CSAPaymentType_2","CSAPaymentType_3","CSAPaymentType_4","DeliverPickUpMethodList","DeliverPickUpMethod_1","DeliverPickUpMethod_2","DeliverPickUpMethod_3","DeliverPickUpMethod_4","NumNbrDelivery","NameNbrDelivery","lat","lon"
"161",3000404,"","2015-03-23 23:42:55","2015-03-23 23:43:32",NA,NA,NA,NA,NA,"Dottie's Garden","22440 CR 1","Berthoud","Colorado",8,80513,"Mike Coen","mike@peoplehelpers.org","303-941-0292","","","",2,"2 - 3 years","Year Round",1,1,1,1,1,1,1,1,1,1,1,1,1,"Eggs; Fresh vegetables; ","","","Corn; Green beans; Lettuce; Onions; Peppers, hot; Peppers, sweet; Spinach; Squash, summer; Tomatoes (plum, round, etc.); ","","",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"","No pesticides; No antibiotics; No hormones; Fair Labor practices; Humane treatment of animals; Pasture-raised/free range animals;  no GMO, all natural fertilizer, aquaponic and earth based, sustainable; ",1,1,1,1,1,1,10,"Full shares; Half shares; ",1,1,"08/04/2014","Customers choose from available products prior to each delivery; ",0,0,1,"Cash; Checks; Debit/Credit cards; ",1,1,1,0,"Payments in installments; ",0,1,0,0," Subscribers pick up merchandise from CSA farm(s); ",0,0,0,1,NA,"",40.326806,-105.054179
"162",3000572,"","2014-09-17 00:24:26","2014-09-17 00:25:09",NA,NA,NA,NA,NA,"Down to Earth Farm","","Jacksonville","Florida",12,32220,"Brian and Kristin Lapinski","downtoearthjax@gmail.com","","www.downtoearthjax.com","https://www.facebook.com/pages/Down-to-Earth-Farm/107610712640912","",3,"4 - 5 years","Jan; Feb; Mar; Apr; May; Nov; Dec; ",1,1,1,1,1,0,0,0,0,0,1,1,1,"Fresh fruits; Fresh vegetables; ","","Strawberries; ","Arugula; Beans (string); Beets; Bok Choy; Broccoli; Broccolini/baby broccoli; Brussels sprouts; Cabbage; Carrots; Celery; Collard Greens; Cucumbers; Eggplant ; Garlic; Kale; Kohlrabi; Lettuce; Mustard Greens; Onions; Peppers, sweet; Potatoes; Radishes; Rutabaga; Spinach; Squash, summer; Squash, winter; Sweet potatoes; Swiss chard; Tomatoes (cherry, grape, etc.) ; Turnips; Turnip greens; ","","",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,""," Sustainably grown.  We use only OMRI listed pesticides; ",0,0,0,0,0,0,40,"Full shares; Half shares; ",1,1,"09/17/2014","CSA decides product assortment based entirely on supply availability; ",1,0,0,"Cash; Checks; ",1,1,0,0,"We prefer advance payment, but we can break up into 3 installments; ",0,0,0,0," Deliver to neighborhood sites; ",1,0,0,0,3,"; ",30.3424249,-81.8442934
"163",3005472,"2014-09-01 14:53:22","2014-09-01 14:58:03","2014-09-01 14:58:45",NA,NA,NA,NA,NA,"Downtown San Bernardino Farmshare Market","Corner of Court Street and 2nd Street","San Bernardino","California",6,92401,"Aviana Cerezo","cerezo_av@sbcity.org","(909)384-5332","","https://www.facebook.com/downtownsbfarmsharemarket","",1,"First year","Year Round",1,1,1,1,1,1,1,1,1,1,1,1,30,"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Yes","",0,0,0,0,0,0,30,"Full shares; Medium shares; ",0,1,"01/09/2014","CSA decides product assortment based entirely on supply availability; ",1,0,0,"Checks; ",0,1,0,0,"One advance payment; ",1,0,0,0," Deliver to neighborhood sites; ",1,0,0,0,1,"San Bernardino ,California; ",34.1027016,-117.2963526
"164",3004845,"","2014-07-29 13:00:54","2014-07-29 13:01:15",NA,NA,NA,NA,NA,"Dropstone Farms","","Orting","Washington",53,NA,"Dropstone Farms","farmers@dropstonefarms.com","206-855-5493","http://www.dropstonefarms.com","https://www.facebook.com/dropstonefarms","",1,"First year","Year Round",1,1,1,1,1,1,1,1,1,1,1,1,1,"Poultry/fowl meat/products; Red/non-poultry meat/products; ","","","","Chicken; Goose; Turkey; ","Beef/veal (ground); Beef/veal (steaks, roasts); Goat; Lamb (chops, roasts); Lamb (ground); Lamb (sausage); Pork (bacon); Pork (chops, roasts); Pork (ham); Pork (sausage); Rabbit; ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,2,"","No pesticides; No antibiotics; No hormones; Humane treatment of animals; Pasture-raised/free range animals; ",1,1,1,0,1,1,10,"Full shares; ",0,1,"01/01/2014","CSA decides product assortment based entirely on supply availability; customers can request add-ons ; ",1,0,0,"Cash; Checks; Debit/Credit cards; ",1,1,1,0,"Payments in installments; ",0,1,0,0," Deliver to neighborhood sites;  Deliver directly to subscribers’ homes;  Subscribers pick up merchandise from CSA farm(s); ",1,1,0,1,2,"Seattle,Washington; Tacoma,Washington; ",NA,NA
"165",3004685,"","2014-07-28 14:05:13","2014-07-28 14:06:26",NA,NA,NA,NA,NA,"Dutchess Farm","87 North Rd","Castleton","Vermont",50,5735,"Stephen Chamberlain","dutchessfarm@gmail.com","802-468-5893","dutchessfarmvt.com","https://www.facebook.com/pages/Dutchess-Farm/154739751257519","",6,"16 - 20 years","May; Jun; Jul; Aug; Sep; Oct; Nov; ",0,0,0,0,1,1,1,1,1,1,1,0,1,"Baked goods; Canned, preserved fruits/vegetables; Dairy products; Eggs; Fresh/dried herbs; Fresh vegetables; Honey; Maple products; Poultry/fowl meat/products; Red/non-poultry meat/products; ","","","Arugula; Beets; Bok Choy; Broccoli; Broccoli rabe; Brussels sprouts; Cabbage; Carrots; Cauliflower; Cucumbers; Eggplant ; Garlic; Green beans; Green onions/scallions; Kale; Kohlrabi; Leeks; Lettuce; Mixed leafy greens; Onions; Peas; Peppers, hot; Peppers, sweet; Potatoes; Pumpkin; Radishes; Rhubarb; Shallots; Spinach; Squash, summer; Squash, winter; Sweet potatoes; Swiss chard; Tomatoes (cherry, grape, etc.) ; Tomatoes (plum, round, etc.); Turnips; Turnip greens; ","Chicken; Turkey; ","Beef/veal (ground); Beef/veal (steaks, roasts); ",1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,"","No pesticides;  cover cropping, rotational planting; ",1,0,0,0,0,0,120,"Full shares; Half shares; summer only, full season, fall only; ",1,1,"05/13/2014","CSA decides product assortment based entirely on supply availability; Customers choose from available products prior to each delivery; ",1,0,1,"Cash; Checks; Debit/Credit cards; ",1,1,1,0,"One advance payment; Payments in installments; Reduced subscription fees in exchange for labor; ",1,1,1,0," Deliver to neighborhood sites;  Deliver to subscribers’ workplaces;  Subscribers pick up merchandise from CSA farm(s); ",1,0,1,1,1,"; ",43.612274,-73.181305
"166",3005497,"2014-09-13 11:06:33","2015-03-21 16:05:24","2015-03-21 16:05:43",NA,NA,NA,NA,NA,"Dyer Family Organic Farm","5846 Becky Lane","Ann Arbor ","Michigan",26,48105,"Richard & Diana Dyer","prettygoodgarlic@gmail.com","734-649-1654","www.dyerfamilyorganicfarm.com","https://www.facebook.com/pages/The-Dyer-Family-Organic-FarmDicks-Pretty-Good-Garlic/169973819746636","",3,"4 - 5 years","Apr; May; Jun; Jul; Aug; Sep; Oct; ",0,0,0,1,1,1,1,1,1,1,0,0,1,"Canned, preserved fruits/vegetables; Eggs; Fresh vegetables; Honey; ","","","Garlic; green garlic, garlic scapes, powdered garlic; ","","",0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Yes"," USDA certified organic; ",0,0,0,0,0,0,45,"Full shares; ",0,1,"02/01/2015","CSA members choose how to spend their credit with us based on what we have available when they wish to purchase; ",0,0,0,"Cash; Checks; Debit/Credit cards; ",1,1,1,0,"One advance payment; ",1,0,0,0," Deliver to neighborhood sites; ",1,0,0,0,3,"Ypsilanti ,Michigan; Dixboro,Michigan; Ann Arbor ,Michigan; ",42.340803,-83.652005
"167",3003847,"","2014-08-01 10:13:03","2014-08-01 10:19:13",NA,NA,NA,NA,NA,"Earth Spring Farm","366 Stought Road","Carlisle","Pennsylvania",42,17015,"Mike Nolan","earthspringcsa@gmail.com","717-805-7778","http://www.earthspringcsa.com","https://www.facebook.com/pages/Earth-Spring-Farm/190463371472","",3,"4 - 5 years","Jan; Feb; May; Jun; Jul; Aug; Sep; Oct; Nov; Dec; ",1,1,0,0,1,1,1,1,1,1,1,1,5,"Canned, preserved fruits/vegetables; Dairy products; Eggs; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Poultry/fowl meat/products; Red/non-poultry meat/products; ","","Apples; Apricots; Blueberries; Cantaloupes; Cherries; Nectarines; Peaches; Pears; Plums; Strawberries; Watermelons; ","Arugula; Beans (string); Beans, other; Beets; Bok Choy; Broccoli; Broccoli rabe; Cabbage; Carrots; Cauliflower; Collard Greens; Cucumbers; Eggplant ; Garlic; Green beans; Green onions/scallions; Kale; Kohlrabi; Leeks; Lettuce; Mixed leafy greens; Mizuna; Mustard Greens; Okra; Onions; Parsnips; Peas; Peppers, hot; Peppers, sweet; Potatoes; Pumpkin; Radishes; Rhubarb; Rutabaga; Spinach; Squash, summer; Squash, winter; Sweet potatoes; Swiss chard; Tomatoes (cherry, grape, etc.) ; Tomatoes (plum, round, etc.); Turnips; Turnip greens; ","Chicken; ","Beef/veal (ground); Beef/veal (steaks, roasts); Pork (sausage); ",0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,"","No pesticides; ",1,0,0,0,0,0,625,"Full shares; Half shares; ",1,1,"09/01/2014","CSA decides product assortment based entirely on supply availability; CSA offers subscription options for specific product categories at the beginning of the delivery season; ",1,1,0,"Cash; Checks; Debit/Credit cards; ",1,1,1,0,"One advance payment; Payments in installments; Reduced subscription fees in exchange for labor; ",1,1,1,0," Deliver to neighborhood sites;  Subscribers pick up merchandise from CSA farm(s); ",1,0,0,1,38,"Carlisle ,Pennsylvania; Boiling Springs ,Pennsylvania; Harrisburg ,Pennsylvania; Mechanicsburg ,Pennsylvania; Camp Hill ,Pennsylvania; Dillsburg ,Pennsylvania; Hummelstown,Pennsylvania; Arlington ,Virginia; Silver Spring ,Maryland; Takoma Park ,Maryland; College Park ,Maryland; Mount Rainier ,Maryland; Riverdale ,Maryland; Washington ,District of Columbia; ",NA,NA
"168",3005531,"2014-10-01 08:51:40","2014-10-01 08:58:54","2014-10-01 08:59:17",NA,NA,NA,NA,NA,"Earthly Delights Farm","Stinger Street","Boise City","Idaho",16,83703,"Casey O'Leary","digger@earthlydelightsfarm.com","208-284-3712","http://earthlydelightsfarm.com/","https://www.facebook.com/pages/Earthly-Delights-Farm/227596393918807","",5,"11 - 15 years","May; Jun; Jul; Aug; Sep; ",0,0,0,0,1,1,1,1,1,0,0,0,1,"Fresh/dried herbs; Fresh fruits; Fresh vegetables; ","","Blackberries/raspberries; Cantaloupes; Gooseberries; Honeydew melons; Plums; Strawberries; Watermelons; ","Arugula; Beans (string); Beets; Bok Choy; Broccoli; Cabbage; Carrots; Celery; Collard Greens; Corn; Cucumbers; Eggplant ; Endives; Garlic; Green beans; Green onions/scallions; Kale; Kohlrabi; Leeks; Lettuce; Mache/lamb's lettuce; Mixed leafy greens; Mizuna; Mustard Greens; Okra; Onions; Peas; Peppers, hot; Peppers, sweet; Potatoes; Pumpkin; Radishes; Rhubarb; Soybeans; Shallots; Spinach; Squash, summer; Squash, winter; Swiss chard; Tomatillo; Tomatoes (cherry, grape, etc.) ; Tomatoes (plum, round, etc.); Turnips; Turnip greens; ","","",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"","No pesticides; No antibiotics; No hormones; ",1,1,1,0,0,0,35,"Full shares; Half shares; ",1,1,"01/01/2014","CSA decides product assortment based entirely on supply availability; ",1,0,0,"Cash; Checks; paypal; ",1,1,0,0,"One advance payment; Payments in installments; Reduced subscription fees in exchange for labor; ",1,1,1,0," Deliver directly to subscribers’ homes;  Deliver to subscribers’ workplaces;  Subscribers pick up merchandise from CSA farm(s); ",0,1,1,1,NA,"",43.6665197,-116.2549398
"169",3001388,"","2014-08-27 17:30:48","2014-08-27 17:30:51",NA,NA,NA,NA,NA,"Earthshare Gardens","P. O. Box 53635 ","Lafayette","Louisiana",22,70505,"Chris Adams","earthsharegardens@gmail.com","","http://www.earthsharegardens.com","http://www.facebook.com/earthsharegardens","",4,"6 - 10 years","Year Round",1,1,1,1,1,1,1,1,1,1,1,1,1,"Fresh/dried herbs; Fresh vegetables; ","","","Beans (string); Beets; Broccoli; Cabbage; Carrots; Cauliflower; Collard Greens; Cucumbers; Eggplant ; Green beans; Green onions/scallions; Kale; Leeks; Mustard Greens; Okra; Onions; Peas; Peppers, hot; Peppers, sweet; Potatoes; Radishes; Spinach; Squash, summer; Squash, winter; Swiss chard; Tomatoes (cherry, grape, etc.) ; Tomatoes (plum, round, etc.); ","","",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"","No pesticides;  Grown without the use of herbicides or pesticides; ",1,0,0,0,0,0,20,"Full shares; Half shares; ",1,1,"","CSA decides product assortment based entirely on supply availability; ",1,0,0,"Cash; Checks; ",1,1,0,0,"One advance payment; Payments in installments; Reduced subscription fees in exchange for labor; ",1,1,1,0," Subscribers pick up merchandise from CSA farm(s); ",0,0,0,1,NA,"",30.2048626,-92.0161497
"170",3005577,"2014-11-24 13:00:04","2014-11-24 13:06:03","2014-11-24 13:06:52",NA,NA,NA,NA,NA,"Easley's Farms and Nursery ","618 E 7th Street ","Rushville ","Indiana",18,46173,"Mathew Easley","easley-sfarmsandnursery@gmail.com","317 702 4378","","","",1,"First year","Year Round",1,1,1,1,1,1,1,1,1,1,1,1,1,"Fresh fruits; Nuts; ","","Apples; Blackberries/raspberries; Blueberries; Strawberries; ","","","",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"","",0,0,0,0,0,0,0,"Full shares; Half shares; ",1,1,"","CSA decides product assortment based entirely on supply availability; Customers choose from available products prior to each delivery; ",1,0,1,"Cash; Checks; Debit/Credit cards; SNAP benefits (Bridge cards/EBT); ",1,1,1,1,"One advance payment; Payments in installments; Reduced subscription fees in exchange for labor; ",1,1,1,0," Deliver to neighborhood sites;  Deliver directly to subscribers’ homes;  Deliver to subscribers’ workplaces;  Subscribers pick up merchandise from CSA farm(s); ",1,1,1,1,5,"; ",39.6145257,-85.4370869
"171",3005680,"2015-06-13 11:57:36","2015-06-13 12:06:32","2015-06-13 12:07:33",NA,NA,NA,NA,NA,"Edgewood Children's Ranch","1451 edgewood ranch rd","Orlando","Florida",12,32835,"Edgewood Children's Ranch","dawn@edgewoodranch.com","3526383722","edgewoodranch.com","Edgewood Children's Ranch","",1,"First year","Jan; Feb; Mar; Apr; May; Jun; Oct; Nov; Dec; ",1,1,1,1,1,1,0,0,0,1,1,1,1,"Baked goods; Canned, preserved fruits/vegetables; Cut flowers; Fresh/dried herbs; Fresh fruits; Fresh vegetables; ","","Cantaloupes; Honeydew melons; Strawberries; Watermelons; ","Arugula; Beans (string); Beets; Bok Choy; Broccoli; Broccolini/baby broccoli; Brussels sprouts; Cabbage; Carrots; Cauliflower; Corn; Cucumbers; Eggplant ; Green beans; Green onions/scallions; Kale; Kohlrabi; Leeks; Lettuce; Mixed leafy greens; Mustard Greens; Onions; Peas; Peppers, hot; Peppers, sweet; Potatoes; Radicchio; Radishes; Soybeans; Spinach; Squash, summer; Squash, winter; Swiss chard; Tomatoes (cherry, grape, etc.) ; Tomatoes (plum, round, etc.); Turnips; Turnip greens; ","","",1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"","",0,0,0,0,0,0,50,"Full shares; Half shares; ",1,1,"10/12/2015","CSA decides product assortment based entirely on supply availability; ",1,0,0,"Cash; Checks; Debit/Credit cards; ",1,1,1,0,"One advance payment; Payments in installments; Reduced subscription fees in exchange for labor; ",1,1,1,0," Deliver to neighborhood sites;  Deliver to subscribers’ workplaces;  Subscribers pick up merchandise from CSA farm(s); ",1,0,1,1,3,"Orlando ,Florida; ",28.523734,-81.483763
"172",3000092,"","2014-07-29 12:04:47","2014-07-29 12:04:56",NA,NA,NA,NA,NA,"Elderberry Edibles CSA & Market Garden","1700 N. Wentworth Road","Tucson","Arizona",4,85749,"Jennifer Vallier","elderberryedibles@gmail.com","520.990.8435","http://www.elderberryedibles.com/","https://www.facebook.com/ElderberryEdibles","",3,"4 - 5 years","Sep; Oct; Nov; Dec; ",0,0,0,0,0,0,0,0,1,1,1,1,1,"Cut flowers; Dry beans; Eggs; Fresh vegetables; Honey; ","","","Arugula; Beans (string); Beets; Bok Choy; Broccoli; Broccoli rabe; Cabbage; Carrots; Cauliflower; Collard Greens; Corn; Cucumbers; Eggplant ; Garlic; Green beans; Green onions/scallions; Kale; Kohlrabi; Leeks; Lettuce; Mixed leafy greens; Mizuna; Mustard Greens; Okra; Onions; Parsnips; Peas; Peppers, hot; Peppers, sweet; Potatoes; Pumpkin; Radishes; Spinach; Squash, summer; Squash, winter; Sweet potatoes; Swiss chard; Tomatillo; Tomatoes (cherry, grape, etc.) ; Tomatoes (plum, round, etc.); Turnips; Turnip greens; ","","",0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,""," naturally grown; ",0,0,0,0,0,0,15,"Full shares; ",0,1,"","CSA decides product assortment based entirely on supply availability; ",1,0,0,"Cash; Checks; Debit/Credit cards; ",1,1,1,0,"One advance payment; ",1,0,0,0," Subscribers pick up merchandise from CSA farm(s); ",0,0,0,1,NA,"",32.241996,-110.718769
